SYMBOL,NAME OF COMPANY,TICKER
BSL261D,Aditya Birla Sun Life Dividend Yield Fund -REGULAR - IDCW,INF209K01397
BSL261G,Aditya Birla Sun Life Dividend Yield Fund - Growth - Regular Plan,INF209K01405
B261DZ,Aditya Birla Sun Life Dividend Yield Fund -DIRECT - IDCW,INF209K01Q55
B261GZ,Aditya Birla Sun Life Dividend Yield Fund - Growth - Direct Plan,INF209K01WA1
TINAD,Tata Nifty 50 Index Fund -Regular Plan,INF277K01741
TINAH,Tata Nifty 50 Index Fund -Direct Plan,INF277K01PJ3
DSPBRTEF,DSP Top 100 Equity Fund - Regular Plan - Growth,INF740K01243
DSPBRTEF,DSP Top 100 Equity Fund - Regular Plan - IDCW,INF740K01227
DSPTOPDDP,DSP Top 100 Equity Fund - Direct Plan - IDCW,INF740K01PS1
DSPTOPDGR,DSP Top 100 Equity Fund - Direct Plan - Growth,INF740K01PR3
IPRU24,ICICI Prudential Short Term Fund - Growth Option,INF109K01654
IPRU8009,ICICI Prudential Short Term Fund - Direct Plan - Growth Option,INF109K013N3
IPRU8008P,ICICI Prudential Short Term Fund - Direct Plan - Monthly IDCW,INF109K014N1
IPRU8128P,ICICI Prudential Floating Interest Fund - Direct Plan - IDCW Others,INF109K01P65
IPRU8088,ICICI Prudential Floating Interest Fund - Direct Plan - Daily IDCW,INF109K01P24
IPRU8090P,ICICI Prudential Floating Interest Fund - Direct Plan - Weekly IDCW,INF109K01P73
IPRU8089,ICICI Prudential Floating Interest Fund - Direct Plan - Growth,INF109K01P57
IP1544P,ICICI Prudential Floating Interest Fund - Weekly IDCW,INF109K01EN4
IP1543,ICICI Prudential Floating Interest Fund - Growth,INF109K01AX1
IP1542,ICICI Prudential Floating Interest Fund - Daily IDCW,INF109K01AW3
DSPBRFRF,DSP Credit Risk Fund - Regular Plan -Growth,INF740K01599
DSPBRFRF,DSP Credit Risk Fund - Regular Plan - IDCW,INF740K01581
DSPBRIOF,DSP Credit Risk Fund - Regular Plan - IDCW - Monthly,INF740K01JW6
DSPIOPDGR,DSP Credit Risk Fund - Direct Plan - Growth,INF740K01OS4
BSL341QD,Aditya Birla Sun Life Short Term Fund - REGULAR - IDCW,INF209K01975
BSL341G,Aditya Birla Sun Life Short Term Fund - Growth - Regular Plan,INF209K01942
B341WD,Aditya Birla Sun Life Short Term Fund - REGULAR - Quarterly IDCW,INF209K01BU3
B341DZ,Aditya Birla Sun Life Short Term Fund - DIRECT - IDCW,INF209KA1KQ6
B341WZ,Aditya Birla Sun Life Short Term Fund-Quarterly-IDCW-Direct,INF209K01R96
B341GZ,Aditya Birla Sun Life Short Term Fund - Growth - Direct Plan,INF209K01XK8
RELBANKGGP,Nippon India Banking & Financial Services Fund-Growth Plan-Growth Option,INF204K01927
RELBANKGBP,Nippon India Banking & Financial Services Fund-Growth Plan-Bonus Option,INF204K01919
RELBANKGDP,Nippon India Banking & Financial Services Fund - IDCW Option,INF204K01893
RELBANDPGP,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,INF204K01XO1
RELBANDPDP,Nippon India Banking & Financial Services Fund- DIRECT Plan - IDCW Option,INF204K01XM5
LICNMIMDD,LIC MF Conservative Hybrid Fund-Regular Plan-Monthly IDCW,INF767K01816
LICNMIQDD,LIC MF Conservative Hybrid Fund-Regular Plan-Quarterly IDCW,INF767K01832
LICNMIYDD,LIC MF Conservative Hybrid Fund-Regular Plan-Yearly IDCW,INF767K01857
LICNMIGPG,LIC MF Conservative Hybrid Fund-Regular Plan-Growth,INF767K01808
MIG1G,LIC MF Conservative Hybrid Fund-Direct Plan-Growth,INF767K01EO7
LICNSTGPG,LIC MF Low Duration Fund-Regular Plan-Growth,INF767K01AO5
STDDD,LIC MF Low Duration Fund-Regular Plan-Daily IDCW,INF767K01AK3
STG1G,LIC MF Low Duration Fund-Direct Plan-Growth,INF767K01FM8
STD1D,LIC MF Low Duration Fund-Direct Plan-Daily IDCW,INF767K01FL0
HDFC02,HDFC Flexi Cap Fund - Growth Plan,INF179K01608
HDFC01,HDFC Flexi Cap Fund - IDCW Plan,INF179K01582
H01TDP,HDFC Flexi Cap Fund - IDCW Option - Direct Plan,INF179K01VL5
H02TGR,HDFC Flexi Cap Fund - Growth Option - Direct Plan,INF179K01UT0
HDFC62,HDFC Capital Builder Value Fund - Growth Plan,INF179K01426
HDFC61,HDFC Capital Builder Value Fund - IDCW Plan,INF179K01400
H61TDP,HDFC Capital Builder Value Fund - IDCW Option - Direct Plan,INF179K01VA8
H62TGR,HDFC Capital Builder Value Fund - Growth Option - Direct Plan,INF179K01VC4
H31TDP,HDFC ELSS Tax saver - IDCW Option - Direct Plan,INF179K01YQ8
H32TGR,HDFC ELSS Tax saver - Growth Option - Direct Plan,INF179K01YS4
HDFC32,HDFC ELSS Tax saver - Growth Plan,INF179K01BB8
HDFC31,HDFC ELSS Tax saver - IDCW Plan,INF179K01AZ9
HDFC12,HDFC Dynamic Debt Fund - Growth Option,INF179K01848
HDFC11,HDFC Dynamic Debt Fund - Quarterly IDCW Option,INF179K01871
HDFC28,HDFC Dynamic Debt Fund - Yearly IDCW Option,INF179K01921
H12TGR,HDFC Dynamic Debt Fund - Growth Option - Direct Plan,INF179K01WB4
HDFC30,HDFC Medium Term Debt Fund - Growth Option,INF179K01913
HDFC29,HDFC Medium Term Debt Fund - Fornightly IDCW Option,INF179K01897
HIFSTDPNDP,HDFC Medium Term Debt Fund - IDCW Option - Direct Plan,INF179KA1D90
HDFC29T,HDFC Medium Term Debt Fund - Fortnightly IDCW Opt - Direct Plan,INF179KA1NP8
H30TGR,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,INF179K01WI9
HDFC44,HDFC Top 100 Fund - Growth Option - Regular Plan,INF179K01BE2
HDFC41,HDFC Top 100 Fund - IDCW Option - Regular Plan,INF179K01BC6
H41TDP,HDFC Top 100 Fund - IDCW Option - Direct Plan,INF179K01YT2
H44TGR,HDFC Top 100 Fund - Growth Option - Direct Plan,INF179K01YV8
JMFFLG,JM Dynamic Bond Fund (Regular) - Growth Option,INF192K01700
JMFFD4,JM Dynamic Bond Fund - (Direct) - Growth Option,INF192K01DD3
BPGRG,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,INF955L01674
BPGRD,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - IDCW Option,INF955L01658
BPMFGRD1,Baroda BNP Paribas MULTI CAP FUND - Direct Plan - IDCW Option,INF955L01AE5
BPMFGRD2,Baroda BNP Paribas MULTI CAP FUND - Direct Plan - Growth Option,INF955L01AG0
CRFDVG,CANARA ROBECO FLEXICAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01019
CRFDVD,CANARA ROBECO FLEXICAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),INF760K01027
CRDVDG,CANARA ROBECO FLEXICAP FUND - DIRECT PLAN - GROWTH OPTION,INF760K01EF0
CRDVDD,CANARA ROBECO FLEXICAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),INF760K01ED5
FTDPEFGP,Franklin India Dynamic Asset Allocation Fund of Funds-Growth,INF090I01262
FTDPEFDP,Franklin India Dynamic Asset Allocation Fund of funds - IDCW ,INF090I01247
FTDPEFDDP,Franklin India Dynamic Asset Allocation Fund of funds - Direct - IDCW ,INF090I01HT0
FTDPEFDGP,Franklin India Dynamic Asset Allocation Fund Of Funds - Direct - Growth,INF090I01HV6
IPAAP,ICICI Prudential Passive Strategy Fund (FOF) - Growth,INF109K01795
IPRU8149,ICICI Prudential Passive Strategy Fund (FOF) - Direct Plan - Growth,INF109K01W58
IPAAPDP,ICICI Prudential Passive Strategy Fund (FOF) - IDCW,INF109K01DW7
IPRUAVAP,ICICI Prudential Thematic Advantage Fund (FOF) - Growth,INF109K01852
IPRU8162,ICICI Prudential Thematic Advantage Fund (FOF) - Direct Plan - Growth,INF109K01X40
IPVAPDP,ICICI Prudential Thematic Advantage Fund (FOF) - IDCW,INF109K01FR2
IPAMP,ICICI Prudential Asset Allocator Fund (FOF) - Growth,INF109K01837
IPRU8157,ICICI Prudential Asset Allocator Fund (FOF) - Direct Plan - Growth,INF109K01X16
IPAMPDP,ICICI Prudential Asset Allocator Fund (FOF) - IDCW,INF109K01FJ9
IPACP,ICICI Prudential Income Optimizer Fund (FOF) - Growth,INF109K01811
IPRU8153,ICICI Prudential Income Optimizer Fund (FOF) - Direct Plan - Growth,INF109K01W82
IPACPDP,ICICI Prudential Income Optimizer Fund (FOF) - IDCW,INF109K01EB9
IPAVCP,ICICI Prudential Debt Management Fund (FOF) - Growth,INF109K01878
IPRU8166,ICICI Prudential Debt Management Fund (FOF) - Direct Plan - Growth,INF109K01X73
IPVCPDP,ICICI Prudential Debt Management Fund (FOF ) - IDCW,INF109K01FS0
HDFCMILTG,HDFC Hybrid Debt Fund - Growth Plan,INF179K01AE4
HDFCMILTM,HDFC Hybrid Debt Fund - IDCW Monthly,INF179K01AA2
HDFCMILTQ,HDFC Hybrid Debt Fund - IDCW Quarterly,INF179K01AC8
HMLTGTGR,HDFC Hybrid Debt Fund - Growth Option - Direct Plan,INF179K01XE6
HMLTMTDP,HDFC Hybrid Debt Fund - IDCW Monthly - Direct Plan,INF179K01XF3
HMLTQTDP,HDFC Hybrid Debt Fund - IDCW Quarterly - Direct Plan,INF179K01XH9
RELMTLIPGP,Nippon India Hybrid Bond Fund-Growth Plan,INF204K01FD1
RELMTLIPMP,NIPPON INDIA HYBRID BOND FUND - MONTHLY IDCW Option,INF204K01FE9
RELMTLIPQP,NIPPON INDIA HYBRID BOND FUND - QUARTERLY IDCW Option,INF204K01FG4
RELMIPDPGP,Nippon India Hybrid Bond Fund - Direct Plan Growth Plan - Growth Option,INF204K01YV4
RELMIPDPMD,NIPPON INDIA HYBRID BOND FUND - DIRECT Plan - MONTHLY IDCW Option,INF204K01YW2
OEOIDP,HSBC Flexi Cap Fund - Regular IDCW,INF336L01AE8
OEOIG,HSBC Flexi Cap Fund - Regular Growth,INF336L01AF5
OHEODP,HSBC Flexi Cap Fund - Direct IDCW,INF336L01DF9
OHEOIG,HSBC Flexi Cap Fund - Direct Growth,INF336L01DH5
OMISMP,HSBC Conservative Hybrid Fund - Regular Monthly IDCW,INF336L01107
OMISQP,HSBC Conservative Hybrid Fund - Regular Quarterly IDCW,INF336L01123
OMIPSG,HSBC Conservative Hybrid Fund - Regular Growth,INF336L01099
OHMPSG,HSBC Conservative Hybrid Fund - Direct Growth,INF336L01DW4
IPIMPG,ICICI Prudential Regular Savings Fund - Plan - Growth,INF109K01902
IPRUIMPDP,ICICI Prudential Regular Savings Fund - Plan - Monthly IDCW,INF109K01ER5
IP1733,ICICI Prudential Regular Savings Fund - Plan - Quarterly IDCW,INF109K01IX4
IP1732,ICICI Prudential Regular Savings Fund - Plan - Half Yearly IDCW,INF109K01IW6
IPRU8186P,ICICI Prudential Regular Savings Fund - Direct Plan - Half Yearly IDCW,INF109K01S47
IPRU8187P,ICICI Prudential Regular Savings Fund - Direct Plan - Quarterly IDCW,INF109K01S88
IPRU8185P,ICICI Prudential Regular Savings Fund - Direct Plan - Monthly IDCW,INF109K01S62
IPRU8188,ICICI Prudential Regular Savings Fund - Direct Plan - Growth,INF109K01S39
UTIMIDCAP,UTI Mid Cap Fund - Regular Plan - IDCW,INF789F01794
UTIMIDCAP,UTI Mid Cap Fund-Growth Option,INF789F01810
UTIMCG1G,UTI Mid Cap Fund-Growth Option- Direct,INF789F01UA6
UTIINFRA,UTI Infrastructure Fund-Growth Option,INF789F01752
UTIINFRA,UTI Infrastructure Fund - Regular Plan - IDCW,INF789F01737
UTITRNSPRT,UTI Transportation and Logistics Fund - Regular Plan - IDCW,INF789F01273
UTITRNSPRT,UTI-Transpotation and Logistics  Fund-Growth Option,INF789F01299
UTIBANKING,UTI Banking and Financial Services Fund - Regular Plan - Growth Option,INF789F01372
UTITRESADV,UTI Banking and Financial Services Fund - Regular Plan - IDCW,INF789F01356
RELPOWERGP,Nippon India Power & Infra Fund-Growth Plan -Growth Option,INF204K01AE0
RLPOWBPDB,Nippon India Power & Infra Fund-Growth Plan-Bonus Option,INF204K01AD2
RELPOWERDP,NIPPON INDIA POWER & INFRA FUND - IDCW Option,INF204K01AB6
RELDIVDPDP,NIPPON INDIA POWER & INFRA FUND - DIRECT Plan - IDCW Option,INF204K01I76
RELDIVDPGP,Nippon India Power & Infra Fund - Direct Plan Growth Plan - Growth Option,INF204K01I92
BSL313MD,Aditya Birla Sun Life Regular Savings Fund - REGULAR - MONTHLY IDCW,INF209K01769
BSL313G,Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Regular Plan,INF209K01751
B313DZ,Aditya Birla Sun Life Regular Savings Fund - DIRECT - MONTHLY IDCW,INF209K01R47
B313GZ,Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Direct Plan,INF209K01XH4
RELPHARMGP,Nippon India Pharma Fund-Growth Plan-Growth Option,INF204K01968
RELPHARMBP,Nippon India Pharma Fund-Growth Plan-Bonus Option,INF204K01950
RELPHARMDP,NIPPON INDIA PHARMA FUND - IDCW Option,INF204K01935
RELPHADPDP,NIPPON INDIA PHARMA FUND - DIRECT Plan - IDCW Option,INF204K01I35
RELPHADPGP,Nippon India Pharma Fund - Direct Plan Growth Plan - Growth Option,INF204K01I50
DSPBRITF,DSP India T.I.G.E.R. Fund - Regular Plan - Growth,INF740K01151
DSPBRITF,DSP India T.I.G.E.R. Fund - Regular Plan - IDCW,INF740K01136
DSPTGRDGR,DSP India T.I.G.E.R. Fund - Direct Plan - Growth,INF740K01PU7
DSPTGRDDP,DSP India T.I.G.E.R. Fund - Direct Plan - IDCW,INF740K01PV5
DSPSFAGGG,DSP Regular Savings Fund- Regular Plan - Growth,INF740K01441
DSPSFAGGMP,DSP Regular Savings Fund - Regular Plan - IDCW - Monthly,INF740K01458
DSPSFAGGQP,DSP Regular Savings Fund - Regular Plan - IDCW - Quarterly ,INF740K01474
DSPMIPDGR,DSP Regular Savings Fund - Direct Plan - Growth,INF740K01NO5
HDFC54,HDFC Low Duration  Fund - Growth,INF179K01442
HDFC58,HDFC Low Duration  Fund - Weekly IDCW,INF179K01475
HDFC60,HDFC Low Duration  Fund - Monthly IDCW,INF179K01459
H54TGR,HDFC Low Duration  Fund - Direct Plan - Growth,INF179K01VF7
H60TDP,HDFC Low Duration  Fund - Direct Plan - Monthly IDCW,INF179K01VG5
HDFC59,HDFC Low Duration  Fund - Daily IDCW,INF179K01434
UTIFLOTNGW,UTI Ultra Short Duration Fund - Regular Plan - Weekly IDCW (Reinvestment),INF789F01562
UTIFLOTNG,UTI Ultra Short Duration Fund - Regular Plan - Growth Option,INF789F01570
UTIFLOTNGD,UTI Ultra Short Duration Fund - Regular Plan - Daily IDCW (Reinvestment),INF789F01554
FSADD,UTI Ultra Short Duration Fund - Regular Plan - Annual IDCW,INF789FA1P43
UTIMISADVP,UTI Conservative Hybrd Fund - Regular Plan - Monthly Payment Option,INF789F01927
UTIMISADV,UTI Conservative Hybrid Fund - Regular Plan - Flexi IDCW,INF789F01877
UTIMISADV,UTI Conservative Hybrid Fund - Regular Plan - Growth Option,INF789F01893
UTIMISADVM,UTI Conservative Hybrid Fund - Regular Plan - Monthly IDCW,INF789F01901
UTITRESADV,UTI Low Duration Fund - Discontinued Growth Option,INF789F01331
BFIGG,UTI Low Duration Fund - Regular Plan - Growth Option,INF789F01OT9
UTITRESADV,UTI Low Duration Fund - Discontinued - Periodic Dividend Plan,INF789F01349
BFIDR,UTI Low Duration Fund - Regular Plan - Daily IDCW (Reinvestment),INF789F01ON2
BFWID,UTI Low Duration Fund - Regular Plan - Weekly IDCW,INF789F01PB4
KEQFOF,Kotak Multi Asset Allocator Fund of Fund - Dynamic - Payout of Income Distribution cum capital withdrawal option,INF174K01484
KEQFOF,Kotak Multi Asset Allocator Fund of Fund - Dynamic - Growth,INF174K01468
KFG117DP,Kotak Multi Asset Allocator Fund of Fund - Dynamic - Direct Payout of Income Distribution cum capital withdrawal option,INF174K01LO1
KFOFG107D,Kotak Multi Asset Allocator Fund of Fund - Dynamic - Direct Growth - Direct,INF174K01LN3
KFLTG,Kotak Savings Fund -Growth,INF174K01FD6
KFLTMDR,Kotak Savings Fund -Monthly Payout of Income Distribution cum capital withdrawal option,INF174K01FH7
KFLTG135D,Kotak Savings Fund-Growth - Direct,INF174K01JP2
KFLTM145D,Kotak Savings Fund-Monthly Payout of Income Distribution cum capital withdrawal option - Direct,INF174K01JQ0
IPDISCODFG,ICICI Prudential Value Discovery Fund - Growth,INF109K01AF8
IPRUDFDP,ICICI Prudential Value Discovery Fund - IDCW,INF109K01EC7
IPRU8175P,ICICI Prudential Value Discovery Fund - Direct Plan - IDCW,INF109K011K3
IPRU8176,ICICI Prudential Value Discovery Fund - Direct Plan - Growth,INF109K012K1
RELFLRTFGP,Nippon India Floating Rate Fund - Growth Plan-Growth Option,INF204K01CG1
RELFLRFMDP,NIPPON INDIA FLOATING RATE FUND - MONTHLY IDCW Option,INF204K01CH9
FRWDRMF,NIPPON INDIA FLOATING RATE FUND - WEEKLY IDCW Option,INF204K01OQ5
RELFSHDPGP,Nippon India Floating Rate Fund  - Direct Plan Growth Plan - Growth Option,INF204K01E05
IPRULFRAG,ICICI Prudential Medium Term Bond Fund - Growth,INF109K01AH4
IP1729,ICICI Prudential Medium Term Bond Fund - Quarterly IDCW,INF109K01UF6
IPRU8190,ICICI Prudential Medium Term Bond Fund - Direct Plan - Growth,INF109K015A5
IPRU8192P,ICICI Prudential Medium Term Bond Fund - Direct Plan - Quarterly IDCW,INF109K018A9
RELMEDIAGP,Nippon India Consumption Fund-Growth Plan-Growth Option,INF204K01AQ4
RELMEDIADP,NIPPON INDIA CONSUMPTION FUND - IDCW Option,INF204K01AN1
RELMEDDPGP,Nippon India Consumption Fund - Direct Plan Growth Plan - Growth Option,INF204K01G52
RELMEDDPDP,NIPPON INDIA CONSUMPTION FUND - DIRECT Plan - IDCW Option,INF204K01G37
HDFCMULG,HDFC Equity Savings Fund - GROWTH PLAN,INF179K01AM7
HDFCMULD,HDFC Equity Savings Fund - IDCW PLAN,INF179K01AK1
HMULGTGR,HDFC Equity Savings Fund - Growth Option - Direct Plan,INF179K01XT4
HMULDTDP,HDFC Equity Savings Fund - IDCW Option - Direct Plan,INF179K01XR8
HDFCCORG,HDFC Focused 30 Fund - GROWTH PLAN,INF179K01574
HDFCCORD,HDFC Focused 30 Fund - IDCW PLAN,INF179K01558
HCORDTDP,HDFC Focused 30 Fund - IDCW Option - Direct Plan,INF179K01VI1
HCORGTGR,HDFC Focused 30 Fund - Growth Option - Direct Plan,INF179K01VK7
BSL321QD,Aditya Birla Sun Life Dynamic Bond Fund -Regular - Quarterly IDCW,INF209K01819
BSL321G,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Regular Plan,INF209K01793
BSL321MD,Aditya Birla Sun Life Dynamic Bond Fund -REGULAR - MONTHLY IDCW,INF209K01801
B321X,Aditya Birla Sun Life Dynamic Bond Fund -Direct - IDCW,INF209KA1TX3
B321GZ,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Direct Plan,INF209K01N82
B321A,Aditya Birla Sun Life Dynamic Bond Fund -Regular - IDCW,INF209KA1TV7
IPESTARESG,ICICI Prudential MidCap Fund - Growth,INF109K01AN2
IPRUESDP,ICICI Prudential MidCap Fund - IDCW,INF109K01EH6
IPRU8181P,ICICI Prudential MidCap Fund - Direct Plan -  IDCW,INF109K019M2
IPRU8182,ICICI Prudential MidCap Fund - Direct Plan -  Growth,INF109K011N7
RELNRIEQGP,Nippon India Balanced Advantage Fund-Growth Plan-Growth Option,INF204K01604
RELNRIRPDP,NIPPON INDIA BALANCED ADVANTAGE FUND - IDCW Option,INF204K01570
RELNRIDPGP,Nippon India Balanced Advantage Fund - Direct Plan Growth Plan - Growth Option,INF204K01G94
RELNRIDPDP,NIPPON INDIA BALANCED ADVANTAGE FUND - DIRECT Plan - IDCW Option,INF204K01G78
RELDYNBFGP,Nippon India Dynamic Bond Fund-Growth Plan-Growth Option,INF204K01FI0
RELDYNBFDP,NIPPON INDIA DYNAMIC BOND FUND - IDCW Option,INF204K01FJ8
RELDYNBQDP,NIPPON INDIA DYNAMIC BOND FUND - QUARTERLY IDCW Option,INF204K01XB8
RELDYNDPGP,Nippon India Dynamic Bond Fund - Direct Plan Growth Plan - Growth Option,INF204K01A25
SFIPRG,Sundaram Corporate Bond Fund Regular Plan- Growth,INF903J01HW6
157DP,Sundaram Corporate Bond Fund Direct Plan - Growth,INF903J01NR4
SBNPPEQU13,Sundaram Small Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01454
SBNPPEQU15,Sundaram Small Cap Fund Regular Plan - Growth,INF903J01470
71PD,Sundaram Small Cap Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01NI3
72PD,Sundaram Small Cap Fund Direct Plan - Growth,INF903J01NK9
KMIDCAP,Kotak-Small Cap Fund - Payout of Income Distribution cum capital withdrawal option,INF174K01237
KMIDCAP,Kotak-Small Cap Fund - Growth,INF174K01211
KMID114D,Kotak-Small Cap Fund - Payout of Income Distribution cum capital withdrawal option - Direct,INF174K01KU0
KMIDG104D,Kotak-Small Cap Fund - Growth - Direct,INF174K01KT2
FIFCAPGP,Franklin India Equity Advantage Fund - Growth Plan,INF090I01205
FIFCAPDP,Franklin India Equity Advantage Fund - IDCW ,INF090I01189
FIFCAPDDP,Franklin India Equity Advantage Fund - Direct - IDCW ,INF090I01IL5
FIFCAPDGP,Franklin India Equity Advantage Fund - Direct - Growth,INF090I01IN1
CRFRDDR,CANARA ROBECO SAVINGS FUND - REGULAR PLAN - DAILY IDCW (Reinvestment),INF760K01803
CRFRDG,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - GROWTH OPTION,INF760K01ET1
CRFRDR,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - DAILY IDCW (Reinvestment),INF760K01EM6
CRFRGPG,CANARA ROBECO SAVINGS FUND - REGULAR PLAN - GROWTH OPTION,INF760K01795
CRFRDPD,CANARA ROBECO SAVINGS FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),INF760K01779
CREQGP,CANARA ROBECO EMERGING EQUITIES - REGULAR PLAN - GROWTH OPTION,INF760K01167
CREQDP,CANARA ROBECO EMERGING EQUITIES - REGULAR PLAN - IDCW (Payout/Reinvestment),INF760K01175
CREQDD,CANARA ROBECO EMERGING EQUITIES - DIRECT PLAN - IDCW (Payout/Reinvestment),INF760K01EG8
CREQDP,CANARA ROBECO EMERGING EQUITIES - DIRECT PLAN - GROWTH OPTION,INF760K01EI4
RELEQOPPGP,Nippon India Multi Cap Fund-Growth Plan-Growth Option,INF204K01489
RELEQOPPDP,NIPPON INDIA MULTI CAP FUND - IDCW Option,INF204K01455
RELOPPDPGP,Nippon India Multi Cap Fund - Direct Plan Growth Plan - Growth Option,INF204K01XF9
RELOPPDPDP,NIPPON INDIA MULTI CAP FUND - DIRECT Plan - IDCW Option,INF204K01XD4
HDFCPRED,HDFC Hybrid Equity Fund - IDCW Plan,INF179K01AQ8
HDFCPREG,HDFC Hybrid Equity Fund - Growth Plan,INF179K01AS4
HPREGTGR,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,INF179K01XZ1
HPREDTDP,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,INF179K01XX6
UTIDYF,UTI Dividend Yield Fund - Regular Plan - IDCW,INF789F01448
UTIDYF,UTI-Dividend Yield Fund.-Growth,INF789F01463
KCONTRA,Kotak India EQ Contra Fund - Payout of Income Distribution cum capital withdrawal option,INF174K01260
KCONTRA,Kotak India EQ Contra Fund - Growth,INF174K01245
K134D,Kotak India EQ Contra Fund - Payout of Income Distribution cum capital withdrawal option- Direct,INF174K01LA0
KCONG124D,Kotak India EQ Contra Fund - Growth - Direct,INF174K01KZ9
RELREGSEGP,Nippon India Value Fund- Growth Plan,INF204K01GB3
RELREGSEDP,NIPPON INDIA VALUE FUND - IDCW Option,INF204K01GC1
RELRSEDPDP,NIPPON INDIA VALUE FUND - DIRECT Plan - IDCW Option,INF204K01K23
RELRSEDPGP,Nippon India Value Fund - Direct Plan Growth Plan,INF204K01K49
BSL291D,Aditya Birla Sun Life India Gennext Fund -Regular - IDCW,INF209K01439
BSL291G,Aditya Birla Sun Life India Gennext Fund-Growth Option,INF209K01447
B291DZ,Aditya Birla Sun Life India Gennext Fund -DIRECT - IDCW,INF209K01Q63
B291GZ,Aditya Birla Sun Life India Gennext Fund - Growth - Direct Plan,INF209K01WC7
UTIOPRTUNE,UTI Value Fund - Regular Plan - IDCW,INF789F01AE0
UTIOPRTUNE,UTI Value Fund - Regular Plan - Growth Option,INF789F01AG5
UTIOPD2G,UTI Value Fund - Direct Plan - Growth Option,INF789F01VB2
HDFCMYD05,HDFC Multi-Asset Fund - IDCW Option,INF179K01AN5
HDFCMYG05,HDFC Multi-Asset Fund - Growth Option,INF179K01AP0
HMYD5TDP,HDFC Multi-Asset Fund - IDCW Option - Direct Plan,INF179K01XU2
HMYG5TMF,HDFC Multi-Asset Fund - Growth Option - Direct Plan,INF179K01XW8
IPINFRAIFG,ICICI Prudential Infrastructure Fund - Growth,INF109K01AV5
IPRUIFDP,ICICI Prudential Infrastructure Fund - IDCW,INF109K01FB6
IPRU8184,ICICI Prudential Infrastructure Fund - Direct Plan -  Growth,INF109K018M4
